cont,name,formula,adduct,charge,mass
"1,8-Diazabicyclo[5.4.0]undec-7-ene",DBU,C9H16N2,[M+H],1,153.138625
4-Dimethylaminopyridin,DMAP,C7H10N2,[M+H],1,123.091674
Acetonitrile/Acetic Acid,ACN/AA,CH3CNCH3COOH,[M+H],1,102.054955
Acetonitrile/Acetic Acid,ACN/AA Na,CH3CNCH3COOH,[M+Na],1,124.036898
Acetonitrile/Formic Acid,ACN/FA,CH3CNHCOOH,[M+H],1,88.039304
Acetonitrile/Methanol,ACN/MeOH,CH3CNCH3OH,[M+H],1,74.06004
Acetonitrile/Methanol,ACN/MeOH Na,CH3CNCH3OH,[M+Na],1,96.041983
Behentrimonium chloride,BTAC-228-Cl,C25H54N,[M+],1,368.425077
Bis(2-ethylhexyl) adipate,DEHA,C22H42O4,[M+H],1,371.315586
Butylated hydroxyanisole,BHA,C11H16O2,[M+H],1,181.122306
Butylated hydroxyanisole,BHA Na,C11H16O2,[M+Na],1,203.104249
Butylated hydroxytoluene,BHT,C15H24O,[M+H],1,221.189991
Butylated hydroxytoluene,BHT Na,C15H24O,[M+Na],1,243.171935
CHAPS,CHAPS,C32H58N2O7S,[M+H],1,615.403749
DECYL-PEG,C12H26O2,C12H26O2,[M+H],1,203.200556
DECYL-PEG,C12H26O2 Na,C12H26O2,[M+Na],1,225.182499
DECYL-PEG,C12H26O2 NH4,C12H26O2,[M+NH4],1,220.227106
DECYL-PEG,C14H30O3,C14H30O3,[M+H],1,247.226771
DECYL-PEG,C14H30O3 Na,C14H30O3,[M+Na],1,269.208714
DECYL-PEG,C14H30O3 NH4,C14H30O3,[M+NH4],1,264.253321
DECYL-PEG,C16H34O4,C16H34O4,[M+H],1,291.252986
DECYL-PEG,C16H34O4 Na,C16H34O4,[M+Na],1,313.234929
DECYL-PEG,C16H34O4 NH4,C16H34O4,[M+NH4],1,308.279535
DECYL-PEG,C18H38O5,C18H38O5,[M+H],1,335.2792
DECYL-PEG,C18H38O5 Na,C18H38O5,[M+Na],1,357.261144
DECYL-PEG,C18H38O5 NH4,C18H38O5,[M+NH4],1,352.30575
DECYL-PEG,C20H42O6,C20H42O6,[M+H],1,379.305415
DECYL-PEG,C20H42O6 Na,C20H42O6,[M+Na],1,401.287358
DECYL-PEG,C20H42O6 NH4,C20H42O6,[M+NH4],1,396.331965
DECYL-PEG,C22H46O7,C22H46O7,[M+H],1,423.33163
DECYL-PEG,C22H46O7 Na,C22H46O7,[M+Na],1,445.313573
DECYL-PEG,C22H46O7 NH4,C22H46O7,[M+NH4],1,440.35818
DECYL-PEG,C24H50O8,C24H50O8,[M+H],1,467.357845
DECYL-PEG,C24H50O8 Na,C24H50O8,[M+Na],1,489.339788
DECYL-PEG,C24H50O8 NH4,C24H50O8,[M+NH4],1,484.384394
DECYL-PEG,C26H54O9,C26H54O9,[M+H],1,511.38406
DECYL-PEG,C26H54O9 Na,C26H54O9,[M+Na],1,533.366003
DECYL-PEG,C26H54O9 NH4,C26H54O9,[M+NH4],1,528.410609
DECYL-PEG,C28H58O10,C28H58O10,[M+H],1,555.410274
DECYL-PEG,C28H58O10 Na,C28H58O10,[M+Na],1,577.392217
DECYL-PEG,C28H58O10 NH4,C28H58O10,[M+NH4],1,572.436824
DECYL-PEG,C30H62O11,C30H62O11,[M+H],1,599.436489
DECYL-PEG,C30H62O11 Na,C30H62O11,[M+Na],1,621.418432
DECYL-PEG,C30H62O11 NH4,C30H62O11,[M+NH4],1,616.463039
DECYL-PEG,C32H66O12,C32H66O12,[M+H],1,643.462704
DECYL-PEG,C32H66O12 Na,C32H66O12,[M+Na],1,665.444647
DECYL-PEG,C32H66O12 NH4,C32H66O12,[M+NH4],1,660.489253
DECYL-PEG,C34H70O13,C34H70O13,[M+H],1,687.488919
DECYL-PEG,C34H70O13 Na,C34H70O13,[M+Na],1,709.470862
DECYL-PEG,C34H70O13 NH4,C34H70O13,[M+NH4],1,704.515468
DECYL-PEG,C36H74O14,C36H74O14,[M+H],1,731.515133
DECYL-PEG,C36H74O14 Na,C36H74O14,[M+Na],1,753.497077
DECYL-PEG,C36H74O14 NH4,C36H74O14,[M+NH4],1,748.541683
DECYL-PEG,C38H78O15,C38H78O15,[M+H],1,775.541348
DECYL-PEG,C38H78O15 Na,C38H78O15,[M+Na],1,797.523291
DECYL-PEG,C38H78O15 NH4,C38H78O15,[M+NH4],1,792.567898
DECYL-PEG,C40H82O16,C40H82O16,[M+H],1,819.567563
DECYL-PEG,C40H82O16 Na,C40H82O16,[M+Na],1,841.549506
DECYL-PEG,C40H82O16 NH4,C40H82O16,[M+NH4],1,836.594113
DECYL-PEG,C42H86O17,C42H86O17,[M+H],1,863.593778
DECYL-PEG,C42H86O17 Na,C42H86O17,[M+Na],1,885.575721
DECYL-PEG,C42H86O17 NH4,C42H86O17,[M+NH4],1,880.620327
DECYL-PEG,C44H90O18,C44H90O18,[M+H],1,907.619992
DECYL-PEG,C44H90O18 Na,C44H90O18,[M+Na],1,929.601936
DECYL-PEG,C44H90O18 NH4,C44H90O18,[M+NH4],1,924.646542
DECYL-PEG,C46H94O19,C46H94O19,[M+H],1,951.646207
DECYL-PEG,C46H94O19 Na,C46H94O19,[M+Na],1,973.62815
DECYL-PEG,C46H94O19 NH4,C46H94O19,[M+NH4],1,968.672757
DECYL-PEG,C48H98O20,C48H98O20,[M+H],1,995.672422
DECYL-PEG,C48H98O20 Na,C48H98O20,[M+Na],1,1017.654365
DECYL-PEG,C48H98O20 NH4,C48H98O20,[M+NH4],1,1012.698972
Denatonium,Bitrex,C21H28N2O,[M+H],1,325.22744
Dibutyl sebacate,DBS,C18H34O4,[M+H],1,315.252986
Dicyclohexylurea,2DCU,C26H48N4O2,[M+H],1,449.385003
Dicyclohexylurea,DCU,C13H24N2O,[M+H],1,225.196139
"Didodecyl 3,3'-thiodipropionate ",DDTDP ,C30H58O4S,[M+H],1,515.412857
"Didodecyl 3,3'-thiodipropionate ",DDTDP oxidized to sulfone,C30H58O6S,[M+H],1,547.402687
"Didodecyl 3,3'-thiodipropionate ",DDTDP oxidized to sulfoxide,C30H58O5S,[M+H],1,531.407772
"Didodecyl 3,3'-thiodipropionate ",DDTDP oxidized to sulfoxide - Na+,C30H58O5S,[M+Na],1,553.389715
Diethylene glycol monobutyl ether,2DGBE,C16H36O6,[M+H],1,325.258465
Diethylene glycol monobutyl ether,DGBE,C8H18O3,[M+H],1,163.132871
Dimethyl formamide,DMF,C3H7NO,[M+H],1,74.06004
Dimethylsulfoxide,2DMSO,C4H12O2S2,[M+H],1,157.035147
Dimethylsulfoxide,2DMSO Na,C4H12O2S2,[M+Na],1,179.01709
Dimethylsulfoxide,3DMSO Na,C6H18O3S3,[M+Na],1,257.031026
Dimethylsulfoxide,DMSO,C2H6OS,[M+H],1,79.021212
Dimethylsulfoxide,DMSO Na,C2H6OS,[M+Na],1,101.003155
Dimethylsulfoxide\acetonitrile,DMSO\ACN,C2H6OSCH3CN,[M+H],1,120.047761
Dimethylsulfoxide\acetonitrile,DMSO\ACN Na,C2H6OSCH3CN,[M+Na],1,142.029704
Dimethylsulfoxide\acetonitrile,DMSO\ACN NH4,C2H6OSCH3CN,[M+NH4],1,137.07431
Dioctyl adipate ,DOA,C22H42O4,[M+H],1,371.315586
Dipalmityldimethylammonium chloride,DPDMA,C34H72N,[M+],1,494.565928
Diphenyl ketone,DPK,C13H10O,[M+H],1,183.080441
Distearyldimethylammonium chloride,DSM,C38H80N,[M+],1,550.628528
Erucamide,Erucamide,C22H43NO,[M+H],1,338.341741
Erucamide,Erucamide Na,C22H43NO,[M+Na],1,360.323684
GE,C8H18O3Na,C8H18O3,[M+Na],1,185.114814
IGEPAL-630/NP40,(C2H4O)1,C15H24OC2H4O1,[M+H],1,265.216206
IGEPAL-630/NP40,(C2H4O)10,C15H24OC20H40O10,[M+H],1,661.452139
IGEPAL-630/NP40,(C2H4O)11,C15H24OC22H44O11,[M+H],1,705.478354
IGEPAL-630/NP40,(C2H4O)12,C15H24OC24H48O12,[M+H],1,749.504569
IGEPAL-630/NP40,(C2H4O)13,C15H24OC26H52O13,[M+H],1,793.530783
IGEPAL-630/NP40,(C2H4O)14,C15H24OC28H56O14,[M+H],1,837.556998
IGEPAL-630/NP40,(C2H4O)15,C15H24OC30H60O15,[M+H],1,881.583213
IGEPAL-630/NP40,(C2H4O)16,C15H24OC32H64O16,[M+H],1,925.609428
IGEPAL-630/NP40,(C2H4O)17,C15H24OC34H68O17,[M+H],1,969.635643
IGEPAL-630/NP40,(C2H4O)18,C15H24OC36H72O18,[M+H],1,1013.661857
IGEPAL-630/NP40,(C2H4O)19,C15H24OC38H76O19,[M+H],1,1057.688072
IGEPAL-630/NP40,(C2H4O)2,C15H24OC4H8O2,[M+H],1,309.242421
IGEPAL-630/NP40,(C2H4O)20,C15H24OC40H80O20,[M+H],1,1101.714287
IGEPAL-630/NP40,(C2H4O)21,C15H24OC42H84O21,[M+H],1,1145.740502
IGEPAL-630/NP40,(C2H4O)22,C15H24OC44H88O22,[M+H],1,1189.766716
IGEPAL-630/NP40,(C2H4O)23,C15H24OC46H92O23,[M+H],1,1233.792931
IGEPAL-630/NP40,(C2H4O)24,C15H24OC48H96O24,[M+H],1,1277.819146
IGEPAL-630/NP40,(C2H4O)3,C15H24OC6H12O3,[M+H],1,353.268636
IGEPAL-630/NP40,(C2H4O)4,C15H24OC8H16O4,[M+H],1,397.294851
IGEPAL-630/NP40,(C2H4O)5,C15H24OC10H20O5,[M+H],1,441.321065
IGEPAL-630/NP40,(C2H4O)6,C15H24OC12H24O6,[M+H],1,485.34728
IGEPAL-630/NP40,(C2H4O)7,C15H24OC14H28O7,[M+H],1,529.373495
IGEPAL-630/NP40,(C2H4O)8,C15H24OC16H32O8,[M+H],1,573.39971
IGEPAL-630/NP40,(C2H4O)9,C15H24OC18H36O9,[M+H],1,617.425924
Irganox,Irganox,C35H62O3,[M+H],1,531.477172
Irganox,Irganox Na,C35H62O3,[M+Na],1,553.459115
Methanol/Water,2MeOH/H2O,C2H6O2H2H4O2,[M+H],1,101.080835
Methanol/Water,2MeOH/H2O Na,C2H6O2H2H4O2,[M+Na],1,123.062778
Methanol/Water,3MeOH/H2O,C3H9O3H3H4O2,[M+H],1,133.10705
Methanol/Water,3MeOH/H2O Na,C3H9O3H3H4O2,[M+Na],1,155.088993
Methanol/Water,4MeOH/H2O,C4H12O4H4H6O3,[M+H],1,183.143829
Methanol/Water,4MeOH/H2O Na,C4H12O4H4H6O3,[M+Na],1,205.125772
Monomethoxytrityl cation,MMT,C20H17O,[M+],1,273.127392
"N, N-Diisopropylethylamine",DIPEA,C8H19N,[M+H],1,130.159026
"n,n-bis(2-hydroxyethyl) dodecanamide","n,n-DDA",C16H33NO3,[M+H],1,288.25332
n-butyl benzenesulfonamide,n-BBS,C10H15NO2S,[M+H],1,214.089625
n-butyl benzenesulfonamide,n-BBS Na,C10H15NO2S,[M+Na],1,236.071569
n-butyl benzenesulfonamide,n-BBS NH4,C10H15NO2S,[M+NH4],1,231.116175
N-methyl 2-pyrrolidone,NMP,C5H10NO,[M+H],1,101.083515
n-Nonyl PEG,C11H24O2,C11H24O2,[M+H],1,189.184906
n-Nonyl PEG,C11H24O2 Na,C11H24O2,[M+Na],1,211.166849
n-Nonyl PEG,C11H24O2 NH4,C11H24O2,[M+NH4],1,206.211456
n-Nonyl PEG,C13H28O3  ,C13H28O3,[M+H],1,233.211121
n-Nonyl PEG,C13H28O3 Na,C13H28O3,[M+Na],1,255.193064
n-Nonyl PEG,C13H28O3 NH4,C13H28O3,[M+NH4],1,250.23767
n-Nonyl PEG,C15H32O4,C15H32O4,[M+H],1,277.237336
n-Nonyl PEG,C15H32O4 Na,C15H32O4,[M+Na],1,299.219279
n-Nonyl PEG,C15H32O4 NH4,C15H32O4,[M+NH4],1,294.263885
n-Nonyl PEG,C17H36O5,C17H36O5,[M+H],1,321.26355
n-Nonyl PEG,C17H36O5 Na,C17H36O5,[M+Na],1,343.245494
n-Nonyl PEG,C17H36O5 NH4,C17H36O5,[M+NH4],1,338.2901
n-Nonyl PEG,C19H40O6,C19H40O6,[M+H],1,365.289765
n-Nonyl PEG,C19H40O6 Na,C19H40O6,[M+Na],1,387.271708
n-Nonyl PEG,C19H40O6 NH4,C19H40O6,[M+NH4],1,382.316315
n-Nonyl PEG,C21H44O7,C21H44O7,[M+H],1,409.31598
n-Nonyl PEG,C21H44O7 Na,C21H44O7,[M+Na],1,431.297923
n-Nonyl PEG,C21H44O7 NH4,C21H44O7,[M+NH4],1,426.34253
n-Nonyl PEG,C23H48O8,C23H48O8,[M+H],1,453.342195
n-Nonyl PEG,C23H48O8 Na,C23H48O8,[M+Na],1,475.324138
n-Nonyl PEG,C23H48O8 NH4,C23H48O8,[M+NH4],1,470.368744
n-Nonyl PEG,C25H52O9,C25H52O9,[M+H],1,497.368409
n-Nonyl PEG,C25H52O9 Na,C25H52O9,[M+Na],1,519.350353
n-Nonyl PEG,C25H52O9 NH4,C25H52O9,[M+NH4],1,514.394959
n-Nonyl PEG,C27H56O10,C27H56O10,[M+H],1,541.394624
n-Nonyl PEG,C27H56O10 Na,C27H56O10,[M+Na],1,563.376567
n-Nonyl PEG,C27H56O10 NH4,C27H56O10,[M+NH4],1,558.421174
n-Nonyl PEG,C29H60O11,C29H60O11,[M+H],1,585.420839
n-Nonyl PEG,C29H60O11 Na,C29H60O11,[M+Na],1,607.402782
n-Nonyl PEG,C29H60O11 NH4,C29H60O11,[M+NH4],1,602.447389
n-Nonyl PEG,C31H64O12,C31H64O12,[M+H],1,629.447054
n-Nonyl PEG,C31H64O12 Na,C31H64O12,[M+Na],1,651.428997
n-Nonyl PEG,C31H64O12 NH4,C31H64O12,[M+NH4],1,646.473603
n-Nonyl PEG,C33H68O13,C33H68O13,[M+H],1,673.473269
n-Nonyl PEG,C33H68O13 Na,C33H68O13,[M+Na],1,695.455212
n-Nonyl PEG,C33H68O13 NH4,C33H68O13,[M+NH4],1,690.499818
n-Nonyl PEG,C35H72O14,C35H72O14,[M+H],1,717.499483
n-Nonyl PEG,C35H72O14 Na,C35H72O14,[M+Na],1,739.481426
n-Nonyl PEG,C35H72O14 NH4,C35H72O14,[M+NH4],1,734.526033
n-Nonyl PEG,C37H76O15,C37H76O15,[M+H],1,761.525698
n-Nonyl PEG,C37H76O15 Na,C37H76O15,[M+Na],1,783.507641
n-Nonyl PEG,C37H76O15 NH4,C37H76O15,[M+NH4],1,778.552248
n-Nonyl PEG,C39H80O16,C39H80O16,[M+H],1,805.551913
n-Nonyl PEG,C39H80O16 Na,C39H80O16,[M+Na],1,827.533856
n-Nonyl PEG,C39H80O16 NH4,C39H80O16,[M+NH4],1,822.578462
n-Nonyl PEG,C41H84O17,C41H84O17,[M+H],1,849.578128
n-Nonyl PEG,C41H84O17 Na,C41H84O17,[M+Na],1,871.560071
n-Nonyl PEG,C41H84O17 NH4,C41H84O17,[M+NH4],1,866.604677
n-Nonyl PEG,C43H88O18,C43H88O18,[M+H],1,893.604342
n-Nonyl PEG,C43H88O18 Na,C43H88O18,[M+Na],1,915.586286
n-Nonyl PEG,C43H88O18 NH4,C43H88O18,[M+NH4],1,910.630892
n-Nonyl PEG,C45H92O19,C45H92O19,[M+H],1,937.630557
n-Nonyl PEG,C45H92O19 Na,C45H92O19,[M+Na],1,959.6125
n-Nonyl PEG,C45H92O19 NH4,C45H92O19,[M+NH4],1,954.657107
n-Nonyl PEG,C47H96O20,C47H96O20,[M+H],1,981.656772
n-Nonyl PEG,C47H96O20 Na,C47H96O20,[M+Na],1,1003.638715
n-Nonyl PEG,C47H96O20 NH4,C47H96O20,[M+NH4],1,998.683322
nylon ,C24H44N4O4H,C24H44N4O4,[M+H],1,453.343532
nylon ,C36H66N6O6H,C36H66N6O6,[M+H],1,679.51166
nylon ,C48H88N8O8H,C48H88N8O8,[M+H],1,905.679788
Oleamide,Oleamide,C18H35NO,[M+H],1,282.279141
Oleamide,Oleamide Na,C18H35NO,[M+Na],1,304.261084
Palmitamidopropyl-trimonium chloride,PAPTCl,C22H47N2O,[M+],1,355.368291
PEG,PEG1,C2H4O1H2O,[M+H],1,63.044055
PEG,PEG1_Na,C2H4O1H2O,[M+Na],1,85.025999
PEG,PEG1_NH4,C2H4O1H2O,[M+NH4],1,80.070605
PEG,PEG10,C20H40O10H2O,[M+H],1,459.279988
PEG,PEG10_Na,C20H40O10H2O,[M+Na],1,481.261932
PEG,PEG10_NH4,C20H40O10H2O,[M+NH4],1,476.306538
PEG,PEG11,C22H44O11H2O,[M+H],1,503.306203
PEG,PEG11_Na,C22H44O11H2O,[M+Na],1,525.288146
PEG,PEG11_NH4,C22H44O11H2O,[M+NH4],1,520.332753
PEG,PEG12,C24H48O12H2O,[M+H],1,547.332418
PEG,PEG12_Na,C24H48O12H2O,[M+Na],1,569.314361
PEG,PEG12_NH4,C24H48O12H2O,[M+NH4],1,564.358968
PEG,PEG13,C26H52O13H2O,[M+H],1,591.358633
PEG,PEG13_Na,C26H52O13H2O,[M+Na],1,613.340576
PEG,PEG13_NH4,C26H52O13H2O,[M+NH4],1,608.385182
PEG,PEG14,C28H56O14H2O,[M+H],1,635.384847
PEG,PEG14_Na,C28H56O14H2O,[M+Na],1,657.366791
PEG,PEG14_NH4,C28H56O14H2O,[M+NH4],1,652.411397
PEG,PEG15,C30H60O15H2O,[M+H],1,679.411062
PEG,PEG15_Na,C30H60O15H2O,[M+Na],1,701.393005
PEG,PEG15_NH4,C30H60O15H2O,[M+NH4],1,696.437612
PEG,PEG16,C32H64O16H2O,[M+H],1,723.437277
PEG,PEG16_Na,C32H64O16H2O,[M+Na],1,745.41922
PEG,PEG16_NH4,C32H64O16H2O,[M+NH4],1,740.463827
PEG,PEG17,C34H68O17H2O,[M+H],1,767.463492
PEG,PEG17_Na,C34H68O17H2O,[M+Na],1,789.445435
PEG,PEG17_NH4,C34H68O17H2O,[M+NH4],1,784.490041
PEG,PEG18,C36H72O18H2O,[M+H],1,811.489707
PEG,PEG18_Na,C36H72O18H2O,[M+Na],1,833.47165
PEG,PEG18_NH4,C36H72O18H2O,[M+NH4],1,828.516256
PEG,PEG19,C38H76O19H2O,[M+H],1,855.515921
PEG,PEG19_Na,C38H76O19H2O,[M+Na],1,877.497864
PEG,PEG19_NH4,C38H76O19H2O,[M+NH4],1,872.542471
PEG,PEG2,C4H8O2H2O,[M+H],1,107.07027
PEG,PEG2_Na,C4H8O2H2O,[M+Na],1,129.052213
PEG,PEG2_NH4,C4H8O2H2O,[M+NH4],1,124.09682
PEG,PEG20,C40H80O20H2O,[M+H],1,899.542136
PEG,PEG20_Na,C40H80O20H2O,[M+Na],1,921.524079
PEG,PEG20_NH4,C40H80O20H2O,[M+NH4],1,916.568686
PEG,PEG3,C6H12O3H2O,[M+H],1,151.096485
PEG,PEG3_Na,C6H12O3H2O,[M+Na],1,173.078428
PEG,PEG3_NH4,C6H12O3H2O,[M+NH4],1,168.123035
PEG,PEG4,C8H16O4H2O,[M+H],1,195.1227
PEG,PEG4_Na,C8H16O4H2O,[M+Na],1,217.104643
PEG,PEG4_NH4,C8H16O4H2O,[M+NH4],1,212.149249
PEG,PEG5,C10H20O5H2O,[M+H],1,239.148915
PEG,PEG5_Na,C10H20O5H2O,[M+Na],1,261.130858
PEG,PEG5_NH4,C10H20O5H2O,[M+NH4],1,256.175464
PEG,PEG6,C12H24O6H2O,[M+H],1,283.175129
PEG,PEG6_Na,C12H24O6H2O,[M+Na],1,305.157072
PEG,PEG6_NH4,C12H24O6H2O,[M+NH4],1,300.201679
PEG,PEG7,C14H28O7H2O,[M+H],1,327.201344
PEG,PEG7_Na,C14H28O7H2O,[M+Na],1,349.183287
PEG,PEG7_NH4,C14H28O7H2O,[M+NH4],1,344.227894
PEG,PEG8,C16H32O8H2O,[M+H],1,371.227559
PEG,PEG8_Na,C16H32O8H2O,[M+Na],1,393.209502
PEG,PEG8_NH4,C16H32O8H2O,[M+NH4],1,388.254108
PEG,PEG9,C18H36O9H2O,[M+H],1,415.253774
PEG,PEG9_Na,C18H36O9H2O,[M+Na],1,437.235717
PEG,PEG9_NH4,C18H36O9H2O,[M+NH4],1,432.280323
Phenyldiethylamine,PEA,C10H15N,[M+H],1,150.127726
Phthalate esters,2DEHP K,C48H76O8,[M+K],1,819.517179
Phthalate esters,2DEHP Na,C48H76O8,[M+Na],1,803.543239
Phthalate esters,2DEHP NH4,C48H76O8,[M+NH4],1,798.587845
Phthalate esters,DEHP,C24H38O4,[M+H],1,391.284286
Phthalate esters,DEHP K,C24H38O4,[M+K],1,429.240169
Phthalate esters,DEHP Na,C24H38O4,[M+Na],1,413.266229
Phthalate esters,DEHP/ACN Na,C24H38O4CH3CN,[M+Na],1,454.292778
Phthalate esters,Dibutylphthalate,C16H22O4,[M+H],1,279.159085
Phthalate esters,Dibutylphthalate K,C16H22O4,[M+K],1,317.114968
Phthalate esters,Dibutylphthalate Na,C16H22O4,[M+Na],1,301.141028
Phthalate esters,Dimethyl phthalate,C10H10O4,[M+H],1,195.065185
Phthalate esters,Dimethyl phthalate-CH3OH,C9H6O3,[M+H],1,163.03897
Phthalate esters,Phthalic anhydride,C8H4O3,[M+H],1,149.02332
Phthalate esters,Phthalic anhydride Na,C8H4O3,[M+Na],1,171.005263
Polysiloxane,C10H30Si5O5H,C10H30Si5O5,[M+H],1,371.101233
Polysiloxane,C10H30Si5O5H-CH4,C9H26Si5O5,[M+H],1,355.069933
Polysiloxane,C10H30Si5O5NH4,C10H30Si5O5,[M+NH4],1,388.127782
Polysiloxane,C12H36Si6O6H,C12H36Si6O6,[M+H],1,445.120024
Polysiloxane,C12H36Si6O6H-CH4,C11H32Si6O6,[M+H],1,429.088724
Polysiloxane,C12H36Si6O6NH4,C12H36Si6O6,[M+NH4],1,462.146574
Polysiloxane,C14H42Si7O7H,C14H42Si7O7,[M+H],1,519.138815
Polysiloxane,C14H42Si7O7H-CH4,C13H38Si7O7,[M+H],1,503.107515
Polysiloxane,C14H42Si7O7NH4,C14H42Si7O7,[M+NH4],1,536.165365
Polysiloxane,C16H48Si8O8H,C16H48Si8O8,[M+H],1,593.157607
Polysiloxane,C16H48Si8O8H-CH4,C15H44Si8O8,[M+H],1,577.126307
